age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
1,1042,1,999,0,1.1,93.994,-36.4,4.857,5191,1
1,20,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,246,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,529,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,192,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,1467,1,999,0,1.1,93.994,-36.4,4.857,5191,1
1,188,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,180,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,48,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,213,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,545,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,583,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,221,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,426,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,287,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,197,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,257,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,229,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,55,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,400,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,197,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,190,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,21,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,300,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,123,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,293,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,325,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,514,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,849,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,194,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,212,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,337,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,286,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,247,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,518,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,364,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,178,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,98,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,439,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,139,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,79,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,175,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,262,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,61,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,78,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,102,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,579,1,999,0,1.1,93.994,-36.4,4.857,5191,1
1,143,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,677,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,267,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,345,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,185,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,207,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,69,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,100,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,125,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,461,1,999,0,1.1,93.994,-36.4,4.857,5191,1
1,240,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,70,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,193,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,136,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,73,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,528,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,541,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,338,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,163,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,87,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,301,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,46,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,52,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,204,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,155,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,98,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,71,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,243,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,186,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,579,2,999,0,1.1,93.994,-36.4,4.857,5191,0
0,165,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,163,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,46,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,559,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,2033,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,85,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,506,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,114,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,114,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,843,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,181,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,427,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,292,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,192,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,93,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,128,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,107,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,303,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,81,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,270,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,228,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,240,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,673,2,999,0,1.1,93.994,-36.4,4.857,5191,1
1,233,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,102,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,461,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,250,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,130,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,252,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,138,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,412,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,179,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,19,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,228,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,55,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,717,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,313,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,289,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,683,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,1077,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,146,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,167,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,356,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,277,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,172,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,218,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,217,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,67,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,291,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,248,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,256,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,286,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,477,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,611,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,471,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,381,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,251,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,408,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,287,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,322,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,216,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,366,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,210,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,288,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,168,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,132,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,64,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,209,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,410,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,177,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,580,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,165,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,127,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,357,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,175,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,300,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,136,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,125,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,189,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,213,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,238,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,124,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,18,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,730,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,40,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,181,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,79,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,142,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,389,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,702,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,151,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,211,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,117,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,232,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,408,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,370,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,179,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,46,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,200,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,50,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,181,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,119,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,361,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,73,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,67,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,350,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,150,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,332,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,611,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,58,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,151,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,89,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,152,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,611,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,110,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,463,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,962,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,102,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,10,4,999,0,1.1,93.994,-36.4,4.857,5191,0
1,118,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,92,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,143,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,189,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,75,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,189,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,55,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,935,3,999,0,1.1,93.994,-36.4,4.857,5191,1
1,56,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,5,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,225,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,125,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,286,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,206,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,164,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,98,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,446,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,742,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,120,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,122,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,362,4,999,0,1.1,93.994,-36.4,4.857,5191,0
1,357,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,200,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,107,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,267,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,248,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,215,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,209,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,205,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,261,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,83,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,106,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,106,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,108,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,214,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,358,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,453,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,364,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,136,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,173,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,241,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,224,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,148,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,230,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,199,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,196,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,111,4,999,0,1.1,93.994,-36.4,4.857,5191,0
1,231,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,316,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,240,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,669,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,425,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,121,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,174,5,999,0,1.1,93.994,-36.4,4.857,5191,0
1,88,5,999,0,1.1,93.994,-36.4,4.857,5191,0
1,313,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,135,4,999,0,1.1,93.994,-36.4,4.857,5191,0
1,152,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,402,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,221,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,213,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,144,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,158,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,220,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,325,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,254,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,503,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,680,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,421,4,999,0,1.1,93.994,-36.4,4.857,5191,0
1,130,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,164,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,174,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,113,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,195,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,347,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,208,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,404,4,999,0,1.1,93.994,-36.4,4.857,5191,0
1,396,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,98,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,229,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,350,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,88,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,379,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,168,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,190,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,158,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,210,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,102,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,306,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,64,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,218,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,77,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,54,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,344,1,999,0,1.1,93.994,-36.4,4.857,5191,0
0,195,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,202,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,286,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,278,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,189,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,83,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,18,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,184,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,235,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,290,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,133,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,318,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,437,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,402,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,501,4,999,0,1.1,93.994,-36.4,4.857,5191,0
1,1201,1,999,0,1.1,93.994,-36.4,4.857,5191,1
1,1030,1,999,0,1.1,93.994,-36.4,4.857,5191,1
1,253,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,149,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,144,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,69,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,243,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,769,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,135,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,231,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,442,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,199,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,455,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,152,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,124,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,424,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,43,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,154,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,393,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,203,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,140,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,326,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,483,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,259,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,227,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,673,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,576,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,180,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,90,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,505,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,245,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,186,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,208,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,623,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,180,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,496,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,118,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,102,2,999,0,1.1,93.994,-36.4,4.857,5191,0
1,342,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,225,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,185,3,999,0,1.1,93.994,-36.4,4.857,5191,0
1,276,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,87,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,744,1,999,0,1.1,93.994,-36.4,4.857,5191,0
1,262,1,999,0,1.1,93.994,-36.4,4.857,5191,0
